EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,OverTime,DistanceFromHome,Attrition
3730,29,Male,Divorced,High School,Sales,Manager,39,18,13029.98,2,2,7,No,3.05,Yes
3731,48,Male,Divorced,Bachelor,HR,Sales Executive,23,16,11583.69,3,5,1,Yes,26.78,No
3732,47,Male,Married,Master,Finance,Manager,19,5,5192.88,4,5,1,Yes,20.12,Yes
3733,33,Female,Divorced,Master,IT,Sales Executive,24,17,13227.14,2,5,4,Yes,39.51,Yes
3734,56,Female,Single,Bachelor,Finance,Developer,30,11,2687.17,1,1,0,No,1.15,Yes
3735,36,Male,Single,Master,Finance,Manager,31,7,3273.28,1,2,7,No,33.9,No
3736,42,Male,Married,High School,HR,Developer,19,18,5290.04,3,1,8,No,19.33,Yes
3737,58,Male,Divorced,Bachelor,Sales,Sales Executive,21,2,12418.48,3,1,3,Yes,24.06,Yes
3738,51,Male,Married,Bachelor,Sales,Technician,10,3,15670.77,1,2,7,No,7.61,Yes
3739,26,Female,Married,Bachelor,IT,Developer,4,9,16084.48,3,4,1,Yes,38.53,No
3740,38,Female,Divorced,PhD,HR,Sales Executive,18,1,6979.49,1,2,6,No,43.63,No
3741,47,Female,Married,PhD,R&D,Sales Executive,37,18,8915.71,5,1,4,No,2.73,No
3742,55,Female,Single,PhD,Sales,Developer,20,15,6207.51,1,3,9,No,17.56,Yes
3743,54,Female,Married,Bachelor,IT,Manager,36,11,2653.79,5,4,2,No,21.38,No
3744,39,Male,Single,Bachelor,R&D,Technician,32,5,10911.03,4,4,2,No,42.95,No
3745,46,Male,Single,PhD,Finance,Sales Executive,27,9,11811.16,4,3,0,No,39.96,Yes
3746,62,Male,Married,Master,HR,Manager,24,14,18831.51,4,4,0,Yes,27.88,Yes
3747,51,Male,Single,High School,R&D,Sales Executive,29,12,14813.8,2,2,7,No,9.82,Yes
3748,58,Female,Married,Master,Sales,Sales Executive,24,10,18817.46,1,3,9,No,28.15,Yes
3749,41,Female,Married,PhD,IT,Sales Executive,29,9,7031.06,5,3,4,No,22.6,No
3750,23,Female,Divorced,High School,IT,Manager,39,2,15042.97,5,3,7,Yes,45.25,No
3751,34,Male,Married,PhD,HR,Analyst,18,9,12769.24,5,2,3,No,14.13,Yes
3752,61,Female,Single,High School,Finance,Technician,10,15,7342.35,1,4,6,No,39.97,Yes
3753,63,Male,Married,High School,Sales,Technician,9,19,5800.69,4,4,9,No,28.7,No
3754,41,Female,Married,High School,Finance,Analyst,11,16,7238.72,2,5,4,No,2.63,Yes
3755,27,Female,Divorced,PhD,HR,Sales Executive,12,1,19634.33,1,2,3,Yes,13.26,Yes
3756,32,Female,Divorced,PhD,HR,Analyst,2,18,2417.81,2,4,4,No,7.4,Yes
3757,46,Male,Single,High School,Finance,Developer,26,5,18287.0,2,5,3,No,23.95,Yes
3758,63,Female,Single,Bachelor,R&D,Developer,9,7,15890.34,2,5,2,No,39.82,Yes
3759,31,Male,Single,Bachelor,R&D,Manager,17,1,11784.63,1,1,7,Yes,29.76,Yes
3760,52,Male,Single,Bachelor,HR,Manager,35,17,17448.39,4,2,5,No,17.01,Yes
3761,64,Male,Divorced,Bachelor,R&D,Developer,3,15,2935.4,4,5,0,Yes,36.61,Yes
3762,25,Female,Married,Master,R&D,Analyst,6,8,11796.09,3,3,9,Yes,31.38,Yes
3763,46,Female,Divorced,Master,IT,Manager,23,14,7137.62,5,3,5,Yes,4.41,Yes
3764,49,Female,Divorced,Bachelor,Finance,Analyst,35,8,2176.48,5,1,7,Yes,6.29,Yes
3765,45,Female,Divorced,PhD,IT,Manager,15,16,13142.85,4,5,3,Yes,5.96,Yes
3766,56,Male,Married,Bachelor,IT,Technician,8,12,13839.69,5,3,1,No,16.63,No
3767,62,Female,Married,High School,HR,Analyst,32,7,12633.97,4,5,3,Yes,29.37,Yes
3768,26,Male,Divorced,High School,HR,Developer,34,5,9028.9,2,3,8,Yes,46.63,Yes
3769,54,Male,Married,PhD,HR,Developer,11,1,16476.89,3,2,6,Yes,33.75,No
3770,32,Female,Divorced,High School,IT,Manager,3,11,8176.86,5,4,9,Yes,35.72,No
3771,29,Male,Divorced,Bachelor,Sales,Analyst,29,12,12871.25,2,3,6,No,5.75,Yes
3772,42,Male,Single,Bachelor,IT,Sales Executive,10,14,19929.04,5,2,1,Yes,6.16,Yes
3773,53,Female,Divorced,PhD,IT,Developer,18,12,17225.27,3,4,2,Yes,7.78,Yes
3774,26,Male,Divorced,PhD,IT,Developer,18,12,13596.95,1,1,6,No,29.55,Yes
3775,55,Female,Divorced,PhD,R&D,Analyst,12,3,14135.05,3,4,4,No,37.42,Yes
3776,30,Female,Single,Master,R&D,Analyst,27,7,17138.02,2,2,7,No,39.78,Yes
3777,59,Male,Married,High School,HR,Manager,19,10,5164.57,3,3,6,Yes,11.32,Yes
3778,64,Female,Single,High School,IT,Sales Executive,33,10,3983.75,2,1,3,Yes,36.4,No
3779,53,Male,Married,Master,IT,Developer,25,4,5976.11,3,5,3,Yes,16.83,No
3780,31,Female,Single,High School,HR,Analyst,2,17,15401.72,5,1,7,No,28.33,Yes
3781,33,Female,Married,PhD,Finance,Developer,2,10,15855.19,3,4,8,No,26.0,No
3782,56,Female,Single,High School,Sales,Sales Executive,5,2,2507.56,3,2,7,Yes,4.58,No
3783,60,Female,Divorced,Bachelor,Sales,Technician,22,18,3079.6,4,1,4,Yes,42.21,Yes
3784,39,Female,Married,Master,Finance,Technician,33,2,19668.17,3,1,0,No,36.99,Yes
3785,44,Male,Single,Master,HR,Sales Executive,5,9,10857.85,5,3,5,No,34.17,Yes
3786,33,Female,Single,High School,Finance,Analyst,28,13,11646.26,2,4,2,Yes,17.66,Yes
3787,52,Male,Single,Master,Sales,Technician,14,5,13019.28,1,3,3,No,49.6,No
3788,32,Female,Married,High School,Finance,Analyst,10,9,19359.98,1,3,9,No,4.08,Yes
3789,55,Male,Divorced,High School,IT,Manager,15,15,4871.0,1,4,0,Yes,15.82,No
3790,48,Male,Single,Bachelor,R&D,Developer,10,19,13395.47,1,1,4,Yes,7.45,No
3791,42,Male,Married,Bachelor,IT,Manager,4,18,3364.52,2,2,7,Yes,12.54,Yes
3792,31,Male,Married,High School,Sales,Technician,18,10,11242.01,2,2,1,Yes,22.87,Yes
3793,34,Male,Divorced,Master,R&D,Technician,17,10,9924.79,1,4,5,No,31.03,Yes
3794,46,Female,Divorced,Master,R&D,Analyst,31,4,6827.39,3,4,9,No,5.8,No
3795,34,Male,Divorced,Bachelor,Finance,Technician,33,3,9929.95,3,2,7,No,29.47,No
3796,62,Male,Married,High School,IT,Analyst,25,11,14568.64,4,2,7,Yes,39.14,Yes
3797,27,Male,Married,High School,Finance,Sales Executive,12,17,17137.68,2,5,6,Yes,46.07,No
3798,56,Female,Divorced,Bachelor,Sales,Technician,21,1,16128.29,4,4,8,No,11.22,No
3799,49,Female,Single,High School,R&D,Sales Executive,17,11,12527.54,5,3,6,No,44.72,No
3800,41,Female,Divorced,Bachelor,Finance,Sales Executive,20,4,18145.62,2,1,9,No,43.68,Yes
3801,41,Female,Divorced,High School,R&D,Developer,29,16,14489.31,1,1,5,Yes,14.81,No
3802,62,Male,Divorced,Master,IT,Analyst,3,2,17088.78,1,5,5,No,34.69,No
3803,25,Female,Divorced,Bachelor,Sales,Sales Executive,7,3,9168.19,4,4,3,No,34.98,No
3804,41,Female,Single,High School,IT,Developer,33,6,14570.72,2,1,7,No,47.42,No
3805,26,Female,Single,High School,Finance,Technician,26,18,3341.1,3,1,1,Yes,12.33,No
3806,43,Male,Divorced,Bachelor,Finance,Technician,20,18,19228.48,2,1,9,No,5.54,No
3807,45,Female,Married,PhD,HR,Sales Executive,37,1,13327.56,4,2,1,Yes,28.42,No
3808,38,Male,Married,PhD,IT,Technician,32,5,17420.74,4,5,8,No,13.6,No
3809,26,Female,Single,High School,Sales,Analyst,35,12,10737.17,1,3,7,Yes,12.56,Yes
3810,47,Male,Divorced,High School,R&D,Technician,21,5,2555.18,1,2,4,No,46.23,Yes
3811,57,Female,Married,High School,HR,Manager,8,1,10856.74,5,4,2,Yes,36.43,Yes
3812,29,Male,Single,PhD,Sales,Technician,2,18,15064.19,4,5,3,Yes,33.82,Yes
3813,30,Male,Single,Bachelor,IT,Sales Executive,16,5,3175.89,5,2,2,No,47.66,No
3814,38,Male,Single,PhD,R&D,Developer,27,18,3805.43,5,2,4,No,4.38,No
3815,29,Female,Single,Master,Sales,Analyst,36,3,2977.45,1,5,7,Yes,29.77,No
3816,26,Male,Divorced,PhD,HR,Analyst,10,1,4157.85,3,4,2,Yes,24.89,No
3817,31,Female,Single,PhD,R&D,Developer,28,10,13058.14,1,5,3,No,15.81,Yes
3818,35,Female,Married,High School,IT,Analyst,17,19,17739.07,2,5,8,No,29.75,Yes
3819,48,Male,Divorced,Bachelor,R&D,Sales Executive,25,18,10476.63,3,4,3,Yes,40.21,No
3820,48,Male,Single,Bachelor,IT,Sales Executive,15,15,16558.12,4,2,4,No,28.51,No
3821,26,Female,Married,PhD,Finance,Developer,18,11,9174.46,3,4,3,No,9.52,Yes
3822,36,Female,Married,High School,Finance,Sales Executive,28,3,17394.87,4,3,5,No,28.62,No
3823,49,Male,Married,Bachelor,IT,Manager,2,7,4836.08,4,4,5,Yes,10.63,Yes
3824,26,Female,Divorced,High School,Sales,Sales Executive,31,7,12330.86,5,3,5,No,8.4,Yes
3825,43,Male,Divorced,PhD,HR,Analyst,31,12,11362.98,2,5,4,No,27.79,Yes
3826,33,Male,Married,Bachelor,Finance,Developer,25,1,3851.09,1,1,6,No,6.2,Yes
3827,63,Female,Divorced,Master,Sales,Manager,1,3,6288.35,5,5,2,Yes,19.43,No
3828,29,Female,Single,PhD,R&D,Sales Executive,18,14,10723.15,5,3,7,No,32.84,Yes
3829,22,Female,Single,PhD,Finance,Manager,16,19,15893.23,2,4,2,Yes,29.57,No
3830,56,Male,Single,Master,Sales,Technician,37,9,18285.85,1,3,2,No,24.7,Yes
3831,37,Female,Divorced,PhD,HR,Technician,37,13,15241.74,5,1,3,No,12.91,Yes
3832,51,Male,Divorced,Master,R&D,Manager,7,5,7274.26,3,5,1,Yes,15.72,Yes
3833,64,Male,Divorced,Master,Finance,Technician,6,3,3850.07,1,3,5,Yes,11.77,No
3834,62,Male,Married,PhD,Finance,Technician,14,17,11453.93,2,2,7,Yes,26.74,Yes
3835,31,Female,Single,Master,HR,Technician,22,19,8198.62,3,5,9,No,44.5,No
3836,55,Female,Married,Master,IT,Developer,31,4,12139.76,3,5,8,Yes,42.3,No
3837,32,Female,Married,PhD,Finance,Developer,10,10,9162.99,5,3,3,Yes,40.19,No
3838,41,Male,Single,PhD,IT,Technician,36,5,8825.5,2,3,3,No,14.91,Yes
3839,64,Female,Divorced,Master,HR,Analyst,38,19,18415.67,2,1,0,No,24.09,No
3840,28,Male,Married,High School,HR,Technician,34,9,14015.63,5,2,8,Yes,20.19,Yes
3841,42,Female,Married,PhD,Sales,Technician,3,16,14054.71,1,3,1,Yes,26.81,No
3842,32,Female,Divorced,PhD,Finance,Technician,23,12,4406.97,4,1,3,Yes,22.81,No
3843,58,Male,Divorced,High School,R&D,Analyst,17,17,9013.96,5,3,6,No,23.39,Yes
3844,44,Male,Single,PhD,R&D,Analyst,29,8,15729.82,3,5,7,No,4.35,Yes
3845,52,Male,Married,High School,HR,Technician,1,13,12205.07,4,5,9,Yes,10.86,No
3846,39,Female,Single,Bachelor,R&D,Sales Executive,3,15,10286.54,1,5,1,No,19.41,Yes
3847,45,Male,Married,PhD,R&D,Manager,14,9,19509.67,1,5,5,No,12.45,No
3848,43,Female,Single,PhD,R&D,Developer,11,1,4454.64,1,4,0,No,43.89,Yes
3849,58,Female,Single,Bachelor,Sales,Manager,30,15,4893.71,4,5,9,No,45.19,Yes
3850,22,Female,Divorced,PhD,Sales,Developer,21,3,12138.45,5,2,6,No,34.86,No
3851,27,Female,Married,Master,HR,Manager,16,15,9293.2,2,5,1,No,47.72,Yes
3852,59,Male,Single,Master,R&D,Analyst,9,11,10652.31,5,4,5,Yes,6.37,Yes
3853,50,Female,Divorced,Bachelor,HR,Technician,2,9,11861.74,5,3,9,Yes,17.98,No
3854,64,Male,Divorced,Master,HR,Developer,26,19,4294.46,4,3,2,No,49.24,No
3855,32,Female,Divorced,Bachelor,HR,Technician,3,18,6862.18,3,4,8,Yes,32.94,Yes
3856,37,Male,Married,Master,Sales,Technician,15,18,11668.8,4,5,3,No,47.8,Yes
3857,27,Female,Single,PhD,Sales,Analyst,12,3,5483.97,3,1,1,Yes,11.36,No
3858,22,Female,Married,Master,Finance,Developer,19,13,17112.61,4,2,1,Yes,23.16,No
3859,56,Female,Married,PhD,R&D,Sales Executive,14,6,16102.78,3,5,7,Yes,13.64,Yes
3860,45,Male,Divorced,Master,IT,Analyst,15,6,12227.06,2,4,1,No,45.38,Yes
3861,59,Female,Married,Bachelor,Sales,Technician,23,11,10908.68,2,5,9,No,32.37,No
3862,24,Male,Married,Master,IT,Developer,11,9,18732.05,1,4,1,Yes,34.3,No
3863,61,Male,Single,PhD,R&D,Analyst,3,17,15542.07,1,5,6,Yes,30.6,Yes
3864,23,Male,Divorced,Bachelor,R&D,Analyst,1,17,2686.32,3,1,0,No,39.85,Yes
3865,36,Male,Divorced,Master,Sales,Sales Executive,4,9,6020.89,5,1,0,Yes,25.96,No
3866,43,Male,Single,High School,IT,Manager,21,19,3313.68,1,2,5,Yes,43.52,No
3867,25,Female,Married,High School,HR,Developer,25,3,19904.32,4,2,9,No,3.03,No
3868,45,Female,Single,Bachelor,HR,Developer,20,14,9599.44,2,4,7,Yes,40.14,No
3869,40,Male,Single,High School,Sales,Developer,10,15,4415.54,1,1,9,No,1.87,No
3870,51,Female,Married,High School,IT,Developer,18,19,8447.06,1,2,7,Yes,17.17,Yes
3871,43,Female,Divorced,Master,Sales,Manager,33,1,19639.08,1,4,6,Yes,23.17,Yes
3872,60,Male,Single,Master,HR,Analyst,35,4,4574.03,4,2,3,No,28.12,No
3873,61,Male,Married,PhD,R&D,Analyst,25,15,8424.98,4,1,5,No,45.28,Yes
3874,48,Male,Divorced,Master,Sales,Manager,3,15,6964.41,1,5,8,Yes,45.09,No
3875,36,Male,Single,Bachelor,HR,Analyst,13,3,16223.9,5,3,3,Yes,41.24,Yes
3876,58,Female,Single,PhD,R&D,Manager,35,5,2459.11,5,1,7,No,49.2,No
3877,22,Female,Divorced,PhD,Sales,Manager,25,1,19040.86,4,2,7,No,15.61,Yes
3878,33,Male,Single,Master,Sales,Analyst,18,16,17636.54,4,3,5,Yes,37.22,No
3879,30,Female,Single,PhD,HR,Analyst,30,16,8558.62,2,1,6,Yes,4.11,Yes
3880,40,Male,Married,PhD,HR,Manager,30,16,18222.55,5,2,0,Yes,16.66,Yes
3881,39,Male,Single,Master,R&D,Sales Executive,24,15,9663.21,1,1,1,Yes,16.87,No
3882,60,Female,Single,Bachelor,Finance,Technician,26,5,7254.6,3,4,9,No,13.8,Yes
3883,32,Male,Married,Master,R&D,Developer,1,2,9326.09,2,2,9,Yes,48.84,Yes
3884,32,Female,Married,High School,Sales,Manager,33,8,16849.97,2,3,4,Yes,47.29,No
3885,51,Female,Divorced,PhD,Sales,Analyst,8,15,12100.35,1,1,3,Yes,20.26,No
3886,41,Female,Divorced,Master,Sales,Manager,12,9,5909.95,1,2,4,Yes,19.2,Yes
3887,36,Female,Divorced,Bachelor,HR,Analyst,8,9,3254.36,4,5,4,No,24.88,No
3888,46,Female,Married,Bachelor,Sales,Manager,11,3,12918.03,5,2,9,Yes,21.95,No
3889,24,Female,Single,PhD,Sales,Analyst,14,15,16731.45,4,1,2,No,15.8,No
3890,64,Male,Single,High School,R&D,Sales Executive,18,18,17399.24,5,5,5,No,13.9,Yes
3891,47,Female,Single,Master,HR,Technician,1,17,16812.69,5,3,0,No,46.6,No
3892,49,Female,Single,High School,R&D,Analyst,21,1,11241.79,3,5,3,No,10.83,Yes
3893,27,Female,Married,Master,Finance,Sales Executive,10,11,8798.91,2,1,9,Yes,20.49,No
3894,53,Male,Divorced,Bachelor,R&D,Technician,37,1,19557.25,3,5,9,Yes,34.88,No
3895,32,Female,Divorced,Bachelor,R&D,Analyst,29,6,18603.4,1,1,3,Yes,48.69,Yes
3896,34,Male,Divorced,PhD,Finance,Developer,24,12,15536.51,3,5,8,No,35.77,No
3897,38,Female,Married,High School,R&D,Manager,36,18,9741.3,3,4,0,Yes,27.64,Yes
3898,57,Female,Divorced,Bachelor,Sales,Manager,18,14,19522.39,2,3,8,No,23.72,Yes
3899,51,Male,Married,PhD,Sales,Manager,15,13,8730.25,3,3,7,No,32.6,Yes
3900,25,Male,Single,Bachelor,IT,Analyst,32,11,14320.69,2,3,9,Yes,34.63,Yes
3901,35,Female,Married,Master,HR,Developer,38,18,7297.55,2,4,1,Yes,49.65,No
3902,49,Female,Married,High School,Sales,Developer,20,18,17042.21,2,3,1,No,18.12,Yes
3903,28,Female,Divorced,High School,HR,Developer,34,17,17482.41,2,5,3,Yes,11.41,Yes
3904,37,Male,Single,Master,R&D,Technician,9,5,11164.17,3,2,5,Yes,21.83,Yes
3905,35,Female,Married,Master,IT,Analyst,34,6,12119.15,4,4,2,No,13.07,No
3906,58,Female,Married,High School,Sales,Sales Executive,35,8,19074.07,4,4,8,No,3.26,No
3907,60,Female,Married,PhD,R&D,Technician,27,4,4558.15,1,1,6,Yes,48.4,Yes
3908,48,Female,Married,PhD,IT,Analyst,18,1,10484.94,2,4,0,No,3.99,Yes
3909,51,Female,Divorced,Bachelor,R&D,Developer,21,15,11511.61,4,3,9,No,24.59,No
3910,36,Male,Divorced,PhD,HR,Analyst,18,7,16695.97,1,4,3,No,24.42,No
3911,60,Male,Divorced,High School,R&D,Developer,27,16,16000.72,3,4,2,Yes,10.08,No
3912,63,Female,Single,PhD,R&D,Sales Executive,31,6,12837.24,1,5,3,Yes,29.3,Yes
3913,39,Female,Divorced,Master,R&D,Developer,28,7,4800.68,4,5,5,Yes,41.4,Yes
3914,32,Male,Married,High School,IT,Technician,33,6,9311.68,1,4,2,No,43.94,No
3915,43,Male,Married,Bachelor,R&D,Analyst,15,13,3641.72,1,3,8,No,18.93,No
3916,25,Female,Single,High School,IT,Manager,36,2,4706.34,1,5,9,Yes,10.52,Yes
3917,24,Male,Single,High School,IT,Developer,19,5,6077.13,4,2,8,Yes,25.84,Yes
3918,45,Female,Married,PhD,Finance,Developer,35,3,8005.88,2,5,3,Yes,6.97,No
3919,35,Female,Divorced,PhD,R&D,Manager,32,9,9923.16,3,1,8,No,42.66,Yes
3920,24,Female,Divorced,PhD,Sales,Technician,39,3,14972.06,2,1,1,No,23.55,Yes
3921,52,Male,Married,Bachelor,IT,Sales Executive,12,12,2417.28,5,4,8,Yes,44.6,Yes
3922,56,Female,Single,Bachelor,R&D,Sales Executive,29,3,17695.59,2,4,3,Yes,2.85,Yes
3923,52,Male,Married,Bachelor,Sales,Technician,34,17,19857.45,3,3,9,Yes,42.45,Yes
3924,33,Male,Single,Bachelor,HR,Analyst,16,15,19354.08,1,2,3,Yes,13.72,No
3925,31,Male,Divorced,Master,Sales,Sales Executive,22,17,9649.55,2,3,9,No,47.82,Yes
3926,41,Male,Divorced,High School,IT,Technician,8,7,9188.49,4,3,2,No,4.78,Yes
3927,39,Male,Married,PhD,IT,Developer,12,9,11401.85,5,1,1,No,42.09,No
3928,57,Male,Divorced,High School,IT,Manager,34,18,13962.9,1,2,7,Yes,27.16,Yes
3929,40,Male,Married,High School,Finance,Analyst,16,2,6996.66,1,2,4,Yes,10.51,No
3930,38,Male,Married,High School,Sales,Analyst,9,17,13788.87,1,5,9,No,22.13,Yes
3931,61,Male,Single,PhD,R&D,Developer,27,14,7566.39,2,4,5,Yes,15.87,No
3932,32,Male,Married,High School,R&D,Sales Executive,35,17,13892.0,4,4,2,No,12.68,No
3933,26,Male,Married,Master,IT,Analyst,11,11,13748.47,3,1,3,Yes,31.46,No
3934,58,Male,Divorced,PhD,Sales,Manager,19,1,2014.92,5,1,1,Yes,34.09,Yes
3935,57,Female,Single,Master,HR,Developer,31,1,17682.5,4,5,2,No,6.22,Yes
3936,35,Male,Single,PhD,Sales,Analyst,15,15,5465.88,2,5,9,Yes,36.54,Yes
3937,49,Female,Single,High School,R&D,Developer,27,2,19869.68,5,3,4,No,24.67,Yes
3938,30,Male,Divorced,High School,IT,Sales Executive,33,12,11900.72,4,4,3,No,26.97,Yes
3939,59,Female,Single,High School,Sales,Technician,7,13,8957.1,3,5,9,No,37.44,Yes
3940,50,Male,Divorced,Master,Finance,Developer,23,10,3650.85,3,2,9,Yes,22.16,No
3941,46,Male,Single,High School,IT,Sales Executive,36,2,14257.7,1,3,1,No,30.08,Yes
3942,29,Female,Married,Bachelor,Finance,Analyst,22,2,8476.15,1,3,1,No,26.14,No
3943,40,Male,Single,Master,IT,Analyst,1,17,19333.57,3,4,5,Yes,6.82,Yes
3944,23,Female,Divorced,Bachelor,R&D,Sales Executive,27,9,17430.9,1,4,8,Yes,21.96,Yes
3945,27,Male,Divorced,PhD,HR,Analyst,11,14,4239.43,1,4,6,Yes,41.97,Yes
3946,51,Male,Married,Bachelor,Sales,Analyst,12,11,10238.37,3,1,7,No,2.47,Yes
3947,23,Male,Married,Bachelor,Sales,Analyst,21,12,9993.96,5,4,3,Yes,2.65,No
3948,40,Female,Divorced,Master,IT,Sales Executive,8,7,14757.96,3,1,1,No,46.53,No
3949,34,Female,Single,PhD,HR,Sales Executive,13,1,6913.06,1,5,6,Yes,41.19,No
3950,29,Female,Married,Bachelor,HR,Developer,37,16,17052.0,5,2,0,Yes,1.17,Yes
3951,30,Male,Married,High School,R&D,Manager,33,15,18946.14,1,2,0,Yes,46.79,No
3952,44,Female,Single,High School,Finance,Technician,2,13,11942.11,2,3,4,No,15.59,No
3953,58,Male,Divorced,PhD,Sales,Analyst,9,6,18690.54,1,3,2,No,23.07,Yes
3954,29,Male,Married,Bachelor,IT,Manager,13,2,7856.49,4,3,5,No,12.53,Yes
3955,30,Female,Married,Master,HR,Manager,26,9,7711.99,4,2,3,Yes,9.67,No
3956,37,Female,Divorced,PhD,Sales,Sales Executive,9,1,15020.18,1,3,6,Yes,7.02,No
3957,37,Male,Single,PhD,Sales,Sales Executive,15,9,9998.54,1,1,0,Yes,35.15,Yes
3958,33,Male,Single,PhD,Sales,Manager,7,10,6970.79,2,3,5,No,1.69,No
3959,46,Male,Married,PhD,HR,Sales Executive,37,2,7573.51,5,5,1,Yes,20.06,Yes
3960,32,Female,Divorced,High School,R&D,Developer,9,19,16982.55,5,3,2,Yes,23.27,No
3961,39,Female,Single,Master,Sales,Developer,14,14,13645.95,2,1,9,Yes,15.35,No
3962,34,Female,Divorced,High School,HR,Technician,30,3,16246.36,3,2,4,Yes,13.26,Yes
3963,56,Female,Married,PhD,HR,Technician,20,16,9429.95,1,2,5,No,31.11,No
3964,39,Female,Single,Master,IT,Technician,23,19,18898.76,1,2,0,Yes,41.59,Yes
3965,64,Female,Divorced,High School,R&D,Analyst,15,9,18032.72,4,1,4,Yes,25.78,Yes
3966,51,Male,Divorced,Bachelor,R&D,Developer,31,2,2644.21,4,2,2,No,35.88,Yes
3967,64,Female,Married,Bachelor,R&D,Analyst,4,4,8568.94,3,4,8,Yes,36.83,No
3968,58,Female,Single,PhD,HR,Developer,25,11,3330.6,5,3,7,Yes,45.46,No
3969,51,Male,Married,Bachelor,HR,Manager,19,8,6280.42,5,1,9,Yes,36.94,No
3970,24,Male,Married,Master,R&D,Analyst,37,16,18662.32,5,3,2,Yes,14.27,No
3971,50,Male,Single,PhD,HR,Technician,34,5,18126.57,1,5,3,Yes,10.3,Yes
3972,46,Female,Divorced,Bachelor,R&D,Developer,1,2,3009.74,4,3,9,No,45.5,No
3973,23,Male,Divorced,Master,IT,Technician,31,15,2643.96,1,1,3,Yes,38.56,Yes
3974,26,Female,Divorced,High School,Finance,Sales Executive,35,6,13626.08,3,4,8,No,31.64,Yes
3975,52,Female,Single,High School,Finance,Developer,27,8,6245.25,2,4,3,No,47.46,Yes
3976,26,Male,Married,Master,Finance,Developer,21,2,2040.0,2,2,8,No,33.98,Yes
3977,42,Female,Divorced,Bachelor,Finance,Technician,8,4,16993.26,5,4,3,Yes,32.13,No
3978,47,Male,Divorced,Master,IT,Technician,18,4,8917.02,4,5,5,No,43.58,No
3979,28,Female,Single,Master,HR,Technician,23,12,9509.55,3,5,4,No,39.62,No
3980,51,Male,Single,Master,IT,Developer,36,1,3966.13,1,3,5,Yes,15.51,No
3981,55,Female,Married,High School,Sales,Manager,29,9,10554.38,3,5,7,Yes,25.47,Yes
3982,49,Female,Married,High School,HR,Sales Executive,16,15,15971.89,3,1,8,Yes,33.23,No
3983,35,Male,Divorced,High School,R&D,Technician,10,8,7393.39,3,2,1,Yes,12.56,Yes
3984,39,Male,Divorced,Bachelor,Sales,Manager,17,17,16901.7,4,5,0,No,32.32,Yes
3985,38,Female,Single,PhD,Sales,Technician,22,15,13704.02,3,2,1,No,37.14,No
3986,46,Female,Married,High School,IT,Developer,2,10,9471.89,2,2,3,Yes,13.97,Yes
3987,27,Female,Divorced,High School,Sales,Manager,30,13,11083.61,5,3,5,Yes,14.22,No
3988,26,Male,Single,Master,IT,Developer,39,11,4011.84,3,1,4,Yes,49.68,Yes
3989,42,Male,Married,Bachelor,Sales,Analyst,39,16,18090.15,1,3,3,No,18.92,No
3990,60,Male,Married,Master,IT,Technician,19,15,18089.42,2,5,7,No,2.4,No
3991,41,Male,Married,Master,HR,Sales Executive,10,18,8884.13,3,5,2,Yes,9.33,No
3992,32,Female,Single,Master,Sales,Manager,20,12,13861.17,4,2,0,Yes,37.95,No
3993,26,Female,Married,Master,IT,Analyst,24,3,15763.13,3,4,8,No,34.02,No
3994,59,Female,Single,High School,Finance,Technician,6,12,16862.66,5,2,6,No,41.91,Yes
3995,60,Female,Single,Bachelor,Finance,Analyst,18,1,15044.05,2,1,3,Yes,33.25,Yes
3996,56,Male,Single,High School,Sales,Manager,16,5,11020.47,5,4,9,No,30.78,Yes
3997,56,Male,Married,PhD,IT,Sales Executive,39,8,14561.23,5,4,9,No,36.09,Yes
3998,46,Male,Divorced,Master,HR,Manager,16,5,19053.59,4,4,0,No,45.15,Yes
3999,51,Male,Divorced,High School,Sales,Sales Executive,15,18,10485.8,3,5,8,No,36.32,Yes
4000,23,Female,Single,Bachelor,HR,Developer,6,8,3471.73,5,1,2,Yes,6.25,No
4001,41,Female,Single,PhD,IT,Technician,33,13,16554.58,2,5,3,No,39.99,Yes
4002,57,Male,Divorced,High School,Finance,Analyst,13,17,14982.6,3,2,3,Yes,49.17,Yes
4003,58,Female,Married,High School,IT,Developer,4,8,7344.74,5,2,0,No,1.14,No
4004,23,Female,Divorced,PhD,HR,Technician,32,3,12588.48,1,2,3,No,25.1,No
4005,48,Female,Divorced,Bachelor,Finance,Analyst,29,18,3311.32,1,2,9,Yes,2.78,Yes
4006,53,Male,Married,PhD,Sales,Developer,7,12,10622.53,1,5,1,Yes,47.8,No
4007,25,Female,Single,PhD,Finance,Technician,33,13,9182.62,5,4,3,No,47.97,No
4008,48,Male,Divorced,Master,Sales,Technician,5,9,6514.02,4,1,6,Yes,31.87,Yes
4009,51,Male,Single,Master,Sales,Developer,4,16,4767.56,5,3,7,No,25.81,No
4010,24,Female,Married,PhD,Finance,Manager,7,1,8186.89,2,3,6,Yes,2.65,Yes
4011,48,Male,Married,Master,Finance,Sales Executive,16,1,18850.25,1,2,0,Yes,48.35,Yes
